Versa Service Name,Protocol,Port,Has Palo Alto Match,Palo Alto Service(s),Palo Alto Count
mumps,udp,188,No,,0
mylex-mapd,tcp,467,No,,0
mylex-mapd,udp,467,No,,0
nameserver,tcp,42,No,,0
nameserver,udp,42,No,,0
name,tcp,42,No,,0
name,udp,42,No,,0
namp,tcp,167,No,,0
namp,udp,167,No,,0
nas,tcp,991,No,,0
nas,udp,991,No,,0
nced,tcp,404,No,,0
nced,udp,404,No,,0
ncld,tcp,405,No,,0
ncld,udp,405,No,,0
ncp,tcp,524,No,,0
ncp,udp,524,No,,0
ndsauth,tcp,353,No,,0
ndsauth,udp,353,No,,0
nest-protocol,tcp,489,No,,0
nest-protocol,udp,489,No,,0
netbios-dgm,tcp,138,No,,0
netbios-dgm,udp,138,Yes,service-ms-netlogon; service-netbios-dgm,2
netbios-ns,tcp,137,No,,0
netbios-ns,udp,137,Yes,service-netbios-ns,1
netbios-ssn,tcp,139,Yes,service-netbios-ssn,1
netbios-ssn,udp,139,No,,0
netconf-beep,tcp,831,No,,0
netconf-beep,udp,831,No,,0
netconf-ssh,tcp,830,No,,0
netconf-ssh,udp,830,No,,0
netconfsoapbeep,tcp,833,No,,0
netconfsoapbeep,udp,833,No,,0
netconfsoaphttp,tcp,832,No,,0
netconfsoaphttp,udp,832,No,,0
netcp,tcp,395,No,,0
netcp,udp,395,No,,0
netgw,tcp,741,No,,0
netgw,udp,741,No,,0
netnews,tcp,532,No,,0
netnews,udp,532,No,,0
netrcs,tcp,742,No,,0
netrcs,udp,742,No,,0
netrjs-1,tcp,71,No,,0
netrjs-1,udp,71,No,,0
netrjs-2,tcp,72,No,,0
netrjs-2,udp,72,No,,0
netrjs-3,tcp,73,No,,0
netrjs-3,udp,73,No,,0
netrjs-4,tcp,74,No,,0
netrjs-4,udp,74,No,,0
netsc-dev,tcp,155,No,,0
netsc-dev,udp,155,No,,0
netsc-prod,tcp,154,No,,0
netsc-prod,udp,154,No,,0
netviewdm1,tcp,729,No,,0
netviewdm1,udp,729,No,,0
netviewdm2,tcp,730,No,,0
netviewdm2,udp,730,No,,0
netviewdm3,tcp,731,No,,0
netviewdm3,udp,731,No,,0
netwall,tcp,533,No,,0
netwall,udp,533,No,,0
netware-ip,tcp,396,No,,0
netware-ip,udp,396,No,,0
new-rwho,tcp,550,No,,0
new-rwho,udp,550,No,,0
nextstep,tcp,178,No,,0
nextstep,udp,178,No,,0
ni-ftp,tcp,47,No,,0
ni-ftp,udp,47,No,,0
ni-mail,tcp,61,No,,0
ni-mail,udp,61,No,,0
nicname,tcp,43,Yes,service-whois,1
nicname,udp,43,No,,0
nip,tcp,376,No,,0
nip,udp,376,No,,0
nlogin,tcp,758,No,,0
nlogin,udp,758,No,,0
nmap,tcp,689,No,,0
nmap,udp,689,No,,0
nmsp,tcp,537,No,,0
nmsp,udp,537,No,,0
nnsp,tcp,433,No,,0
nnsp,udp,433,No,,0
nntps,tcp,563,No,,0
nntps,udp,563,No,,0
nntp,tcp,119,Yes,service-nntp,1
nntp,udp,119,No,,0
notify,udp,773,No,,0
novastorbakcup,tcp,308,No,,0
novastorbakcup,udp,308,No,,0
npmp-gui,tcp,611,No,,0
npmp-gui,udp,611,No,,0
npmp-local,tcp,610,No,,0
npmp-local,udp,610,No,,0
npmp-trap,tcp,609,No,,0
npmp-trap,udp,609,No,,0
npp,tcp,92,No,,0
npp,udp,92,No,,0
nqs,tcp,607,No,,0
nqs,udp,607,No,,0
nsiiops,tcp,261,No,,0
nsiiops,udp,261,No,,0
nsrmp,tcp,359,No,,0
nsrmp,udp,359,No,,0
nss-routing,tcp,159,No,,0
nss-routing,udp,159,No,,0
nsw-fe,tcp,27,No,,0
nsw-fe,udp,27,No,,0
ns,tcp,760,No,,0
ns,udp,760,No,,0
ntalk,tcp,518,No,,0
ntalk,udp,518,No,,0
ntp,tcp,123,Yes,service-ntp-tcp,1
ntp,udp,123,Yes,service-ntp,1
nxedit,tcp,126,No,,0
nxedit,udp,126,No,,0
obex,tcp,650,No,,0
obex,udp,650,No,,0
objcall,tcp,94,No,,0
objcall,udp,94,No,,0
ocbinder,tcp,183,No,,0
ocbinder,udp,183,No,,0
ocs-amu,tcp,429,No,,0
ocs-amu,udp,429,No,,0
ocs-cmu,tcp,428,No,,0
ocs-cmu,udp,428,No,,0
ocs_amu,tcp,429,No,,0
ocs_amu,udp,429,No,,0
ocs_cmu,tcp,428,No,,0
ocs_cmu,udp,428,No,,0
ocserver,tcp,184,No,,0
ocserver,udp,184,No,,0
odmr,tcp,366,No,,0
odmr,udp,366,No,,0
ohimsrv,tcp,506,No,,0
ohimsrv,udp,506,No,,0
olsr,tcp,698,No,,0
olsr,udp,698,No,,0
omginitialrefs,tcp,900,No,,0
omginitialrefs,udp,900,No,,0
omserv,tcp,764,No,,0
omserv,udp,764,No,,0
onmux,tcp,417,No,,0
onmux,udp,417,No,,0
oob-ws-https,tcp,664,No,,0
oob-ws-http,tcp,623,No,,0
opalis-rdv,tcp,536,No,,0
opalis-rdv,udp,536,No,,0
opalis-robot,tcp,314,No,,0
opalis-robot,udp,314,No,,0
opc-job-start,tcp,423,No,,0
opc-job-start,udp,423,No,,0
opc-job-track,tcp,424,No,,0
opc-job-track,udp,424,No,,0
openport,tcp,260,No,,0
openport,udp,260,No,,0
openvms-sysipc,tcp,557,No,,0
openvms-sysipc,udp,557,No,,0
osb-sd,tcp,400,No,,0
osb-sd,udp,400,No,,0
osu-nms,tcp,192,No,,0
osu-nms,udp,192,No,,0
owamp-control,tcp,861,No,,0
owamp-control,udp,861,No,,0
pana,udp,716,No,,0
passgo-tivoli,tcp,627,No,,0
passgo-tivoli,udp,627,No,,0
passgo,tcp,511,No,,0
passgo,udp,511,No,,0
password-chg,tcp,586,No,,0
password-chg,udp,586,No,,0
pawserv,tcp,345,No,,0
pawserv,udp,345,No,,0
pcmail-srv,tcp,158,No,,0
pcmail-srv,udp,158,No,,0
pdap,tcp,344,No,,0
pdap,udp,344,No,,0
personal-link,tcp,281,No,,0
personal-link,udp,281,No,,0
pftp,tcp,662,No,,0
pftp,udp,662,No,,0
philips-vc,tcp,583,No,,0
philips-vc,udp,583,No,,0
phonebook,tcp,767,No,,0
phonebook,udp,767,No,,0
photuris,tcp,468,No,,0
photuris,udp,468,No,,0
ph,tcp,481,No,,0
ph,udp,481,No,,0
pim-rp-disc,tcp,496,No,,0
pim-rp-disc,udp,496,No,,0
pip,tcp,321,No,,0
pip,udp,321,No,,0
pirp,tcp,553,No,,0
pirp,udp,553,No,,0
pkix-3-ca-ra,tcp,829,No,,0
pkix-3-ca-ra,udp,829,No,,0
pkix-timestamp,tcp,318,No,,0
pkix-timestamp,udp,318,No,,0
pop2,tcp,109,No,,0
pop2,udp,109,No,,0
pop3s,tcp,995,Yes,service-pop3s,1
pop3s,udp,995,No,,0
pop3,tcp,110,Yes,service-pop3,1
pop3,udp,110,No,,0
pov-ray,tcp,494,No,,0
pov-ray,udp,494,No,,0
powerburst,tcp,485,No,,0
powerburst,udp,485,No,,0
print-srv,tcp,170,No,,0
print-srv,udp,170,No,,0
printer,tcp,515,Yes,service-lpd; service-printer,2
printer,udp,515,No,,0
prm-nm,tcp,409,No,,0
prm-nm,udp,409,No,,0
prm-sm,tcp,408,No,,0
prm-sm,udp,408,No,,0
profile,tcp,136,No,,0
profile,udp,136,No,,0
prospero,tcp,191,No,,0
prospero,udp,191,No,,0
pssc,tcp,645,No,,0
pssc,udp,645,No,,0
pt-tls,tcp,271,No,,0
ptcnameservice,tcp,597,No,,0
ptcnameservice,udp,597,No,,0
ptp-event,tcp,319,No,,0
ptp-event,udp,319,No,,0
ptp-general,tcp,320,No,,0
ptp-general,udp,320,No,,0
pump,tcp,751,No,,0
pump,udp,751,No,,0
puparp,udp,998,No,,0
puprouter,tcp,999,No,,0
puprouter,udp,999,No,,0
purenoise,tcp,663,No,,0
purenoise,udp,663,No,,0
pwdgen,tcp,129,No,,0
pwdgen,udp,129,No,,0
qbikgdp,tcp,368,No,,0
qbikgdp,udp,368,No,,0
qft,tcp,189,No,,0
qft,udp,189,No,,0
qmqp,tcp,628,No,,0
qmqp,udp,628,No,,0
qmtp,tcp,209,No,,0
qmtp,udp,209,No,,0
qotd,tcp,17,No,,0
qotd,udp,17,No,,0
qrh,tcp,752,No,,0
qrh,udp,752,No,,0
quotad,tcp,762,No,,0
quotad,udp,762,No,,0
rap,tcp,256,No,,0
rap,tcp,38,No,,0
rap,udp,256,No,,0
rap,udp,38,No,,0
rcp,tcp,469,No,,0
rcp,udp,469,No,,0
rda,tcp,630,No,,0
rda,udp,630,No,,0
re-mail-ck,tcp,50,No,,0
re-mail-ck,udp,50,No,,0
realm-rusd,tcp,688,No,,0
realm-rusd,udp,688,No,,0
remote-kis,tcp,185,No,,0
remote-kis,udp,185,No,,0
remotefs,tcp,556,No,,0
remotefs,udp,556,No,,0
repcmd,tcp,641,No,,0
repcmd,udp,641,No,,0
repscmd,tcp,653,No,,0
repscmd,udp,653,No,,0
rescap,tcp,283,No,,0
rescap,udp,283,No,,0
retrospect,tcp,497,No,,0
retrospect,udp,497,No,,0
rfile,tcp,750,No,,0
ripng,tcp,521,No,,0
ripng,udp,521,No,,0
ris-cm,tcp,748,No,,0
ris-cm,udp,748,No,,0
ris,tcp,180,No,,0
ris,udp,180,No,,0
rje,tcp,5,No,,0
rje,udp,5,No,,0
rlp,tcp,39,No,,0
rlp,udp,39,No,,0
rlzdbase,tcp,635,No,,0
rlzdbase,udp,635,No,,0
rmc,tcp,657,No,,0
rmc,udp,657,No,,0
rmonitor,tcp,560,No,,0
rmonitor,udp,560,No,,0
rmt,tcp,411,No,,0
rmt,udp,411,No,,0
router,udp,520,No,,0
rpasswd,tcp,774,No,,0
rpc2portmap,tcp,369,No,,0
rpc2portmap,udp,369,No,,0
rpki-rtr-tls,tcp,324,No,,0
rpki-rtr,tcp,323,No,,0
rrh,tcp,753,No,,0
rrh,udp,753,No,,0
rrp,tcp,648,No,,0
rrp,udp,648,No,,0
rsh-spx,tcp,222,No,,0
rsh-spx,udp,222,No,,0
rsvd,tcp,168,No,,0
rsvd,udp,168,No,,0
rsvp-tunnel,tcp,363,No,,0
rsvp-tunnel,udp,363,No,,0
rsvp_tunnel,tcp,363,No,,0
rsvp_tunnel,udp,363,No,,0
rsync,tcp,873,Yes,service-rsync,1
rsync,udp,873,No,,0
rtelnet,tcp,107,No,,0
rtelnet,udp,107,No,,0
rtip,tcp,771,No,,0
rtip,udp,771,No,,0
rtsps,tcp,322,No,,0
rtsps,udp,322,No,,0
rtsp,tcp,554,Yes,service-rtsp,1
rtsp,udp,554,Yes,service-rtsp-udp,1
rushd,tcp,696,No,,0
rushd,udp,696,No,,0
rxe,tcp,761,No,,0
rxe,udp,761,No,,0
s-net,tcp,166,No,,0
s-net,udp,166,No,,0
saft,tcp,487,No,,0
saft,udp,487,No,,0
sanity,tcp,643,No,,0
sanity,udp,643,No,,0
scc-security,tcp,582,No,,0
scc-security,udp,582,No,,0
sco-dtmgr,tcp,617,No,,0
sco-dtmgr,udp,617,No,,0
sco-inetmgr,tcp,615,No,,0
sco-inetmgr,udp,615,No,,0
sco-sysmgr,tcp,616,No,,0
sco-sysmgr,udp,616,No,,0
sco-websrvrmg3,tcp,598,No,,0
sco-websrvrmg3,udp,598,No,,0
sco-websrvrmgr,tcp,620,No,,0
sco-websrvrmgr,udp,620,No,,0
scohelp,tcp,457,No,,0
scohelp,udp,457,No,,0
scoi2odialog,tcp,360,No,,0
scoi2odialog,udp,360,No,,0
scx-proxy,tcp,470,No,,0
scx-proxy,udp,470,No,,0
sdnskmp,tcp,558,No,,0
sdnskmp,udp,558,No,,0
semantix,tcp,361,No,,0
semantix,udp,361,No,,0
send,tcp,169,No,,0
send,udp,169,No,,0
servstat,tcp,633,No,,0
servstat,udp,633,No,,0
set,tcp,257,No,,0
set,udp,257,No,,0
sfs-config,tcp,452,No,,0
sfs-config,udp,452,No,,0
sfs-smp-net,tcp,451,No,,0
sfs-smp-net,udp,451,No,,0
sftp,tcp,115,No,,0
sftp,udp,115,No,,0
sgcp,tcp,440,No,,0
sgcp,udp,440,No,,0
sgmp-traps,tcp,160,No,,0
sgmp-traps,udp,160,No,,0
sgmp,tcp,153,No,,0
sgmp,udp,153,No,,0
shell,tcp,514,Yes,service-rsh,1
shrinkwrap,tcp,358,No,,0
shrinkwrap,udp,358,No,,0
siam,tcp,498,No,,0
siam,udp,498,No,,0
sift-uft,tcp,608,No,,0
sift-uft,udp,608,No,,0
silc,tcp,706,No,,0
silc,udp,706,No,,0
silverplatter,tcp,416,No,,0
silverplatter,udp,416,No,,0
skronk,tcp,460,No,,0
skronk,udp,460,No,,0
smakynet,tcp,122,No,,0
smakynet,udp,122,No,,0
smartsdp,tcp,426,No,,0
smartsdp,udp,426,No,,0
smpnameres,tcp,901,No,,0
smpnameres,udp,901,No,,0
smpte,tcp,420,No,,0
smpte,udp,420,No,,0
smsd,tcp,596,No,,0
smsd,udp,596,No,,0
smsp,tcp,413,No,,0
smsp,udp,413,No,,0
smtp,tcp,25,Yes,service-smtp,1
smtp,udp,25,No,,0
smux,tcp,199,No,,0
smux,udp,199,No,,0
snagas,tcp,108,No,,0
snagas,udp,108,No,,0
snare,tcp,509,No,,0
snare,udp,509,No,,0
snmptrap,tcp,162,No,,0
snmptrap,udp,162,Yes,service-snmp-trap,1
snmp,tcp,161,No,,0
snmp,udp,161,Yes,service-snmp,1
snpp,tcp,444,Yes,service-snpp,1
snpp,udp,444,No,,0
sntp-heartbeat,tcp,580,No,,0
sntp-heartbeat,udp,580,No,,0
soap-beep,tcp,605,No,,0
soap-beep,udp,605,No,,0
softpc,tcp,215,No,,0
softpc,udp,215,No,,0
sonar,tcp,572,No,,0
sonar,udp,572,No,,0
spmp,tcp,656,No,,0
spmp,udp,656,No,,0
spsc,tcp,478,No,,0
spsc,udp,478,No,,0
sql*net,tcp,66,No,,0
sql*net,udp,66,No,,0
sql-net,tcp,150,No,,0
sql-net,tcp,66,No,,0
sql-net,udp,150,No,,0
sql-net,udp,66,No,,0
sqlserv,tcp,118,No,,0
sqlserv,udp,118,No,,0
sqlsrv,tcp,156,No,,0
sqlsrv,udp,156,No,,0
src,tcp,200,No,,0
src,udp,200,No,,0
srmp,tcp,193,No,,0
srmp,udp,193,No,,0
srssend,tcp,362,No,,0
srssend,udp,362,No,,0
ss7ns,tcp,477,No,,0
ss7ns,udp,477,No,,0
sshell,tcp,614,No,,0
sshell,udp,614,No,,0
ssh,sctp,22,No,,0
ssh,tcp,22,Yes,service-ssh,1
ssh,udp,22,No,,0
sst,tcp,266,No,,0
sst,udp,266,No,,0
statsrv,tcp,133,No,,0
statsrv,udp,133,No,,0
stmf,tcp,501,No,,0
stmf,udp,501,No,,0
streettalk,tcp,566,No,,0
streettalk,udp,566,No,,0
stx,tcp,527,No,,0
stx,udp,527,No,,0
su-mit-tg,tcp,89,No,,0
su-mit-tg,udp,89,No,,0
submission,tcp,587,Yes,service-submission,1
submission,udp,587,No,,0
submit,tcp,773,No,,0
subntbcst-tftp,tcp,247,No,,0
subntbcst-tftp,udp,247,No,,0
subntbcst_tftp,tcp,247,No,,0
subntbcst_tftp,udp,247,No,,0
sun-dr,tcp,665,No,,0
sun-dr,udp,665,No,,0
sunrpc,tcp,111,Yes,service-rpc; service-sunrpc,2
sunrpc,udp,111,Yes,service-sunrpc-udp,1
supdup,tcp,95,No,,0
supdup,udp,95,No,,0
sur-meas,tcp,243,No,,0
sur-meas,udp,243,No,,0
surf,tcp,1010,No,,0
surf,udp,1010,No,,0
svrloc,tcp,427,No,,0
svrloc,udp,427,No,,0
swift-rvf,tcp,97,No,,0
swift-rvf,udp,97,No,,0
synoptics-trap,tcp,412,No,,0
synoptics-trap,udp,412,No,,0
synotics-broker,tcp,392,No,,0
synotics-broker,udp,392,No,,0
synotics-relay,tcp,391,No,,0
synotics-relay,udp,391,No,,0
syslog-conn,tcp,601,No,,0
syslog-conn,udp,601,No,,0
syslog,udp,514,Yes,service-syslog,1
systat,tcp,11,No,,0
systat,udp,11,No,,0
tacacs-ds,tcp,65,No,,0
tacacs-ds,udp,65,No,,0
tacacs,tcp,49,Yes,service-tacacs; service-tacacs+,2
tacacs,udp,49,No,,0
tacnews,tcp,98,No,,0
tacnews,udp,98,No,,0
talk,tcp,517,No,,0
talk,udp,517,No,,0
tbrpf,tcp,712,No,,0
tbrpf,udp,712,No,,0
tcpmux,tcp,1,No,,0
tcpmux,udp,1,No,,0
tcpnethaspsrv,tcp,475,No,,0
tcpnethaspsrv,udp,475,No,,0
td-replica,tcp,268,No,,0
td-replica,udp,268,No,,0
td-service,tcp,267,No,,0
td-service,udp,267,No,,0
teedtap,tcp,559,No,,0
teedtap,udp,559,No,,0
tell,tcp,754,No,,0
tell,udp,754,No,,0
telnets,tcp,992,Yes,service-telnets,1
telnets,udp,992,No,,0
telnet,tcp,23,Yes,service-telnet,1
telnet,udp,23,No,,0
tempo,tcp,526,No,,0
tempo,udp,526,No,,0
tenfold,tcp,658,No,,0
tenfold,udp,658,No,,0
texar,tcp,333,No,,0
texar,udp,333,No,,0
tftp,tcp,69,No,,0
tftp,udp,69,Yes,service-tftp,1
ticf-1,tcp,492,No,,0
ticf-1,udp,492,No,,0
ticf-2,tcp,493,No,,0
ticf-2,udp,493,No,,0
timbuktu,tcp,407,No,,0
timbuktu,udp,407,No,,0
timed,tcp,525,No,,0
timed,udp,525,No,,0
time,tcp,37,Yes,service-time,1
time,udp,37,Yes,service-time-udp,1
tinc,tcp,655,No,,0
tinc,udp,655,No,,0
tn-tl-fd1,tcp,476,No,,0
tn-tl-fd1,udp,476,No,,0
tn-tl-w1,tcp,474,No,,0
tn-tl-w2,udp,474,No,,0
tnETOS,tcp,377,No,,0
tnETOS,udp,377,No,,0
tns-cml,tcp,590,No,,0
tns-cml,udp,590,No,,0
tpip,tcp,594,No,,0
tpip,udp,594,No,,0
tserver,tcp,450,No,,0
tserver,udp,450,No,,0
tunnel,tcp,604,No,,0
tunnel,udp,604,No,,0
twamp-control,tcp,862,No,,0
twamp-control,udp,862,No,,0
uaac,tcp,145,No,,0
uaac,udp,145,No,,0
uarps,tcp,219,No,,0
uarps,udp,219,No,,0
uis,tcp,390,No,,0
uis,udp,390,No,,0
ulistproc,tcp,372,No,,0
ulistproc,udp,372,No,,0
ulpnet,tcp,483,No,,0
ulpnet,udp,483,No,,0
ulp,tcp,522,No,,0
ulp,udp,522,No,,0
uma,tcp,144,No,,0
uma,udp,144,No,,0
unidata-ldm,tcp,388,No,,0
unidata-ldm,udp,388,No,,0
unify,tcp,181,No,,0
unify,udp,181,No,,0
ups,tcp,401,No,,0
ups,udp,401,No,,0
urd,tcp,465,Yes,service-smtps,1
urm,tcp,606,No,,0
urm,udp,606,No,,0
utime,tcp,519,No,,0
utime,udp,519,No,,0
utmpcd,tcp,431,No,,0
utmpcd,udp,431,No,,0
utmpsd,tcp,430,No,,0
utmpsd,udp,430,No,,0
uucp-path,tcp,117,No,,0
uucp-path,udp,117,No,,0
uucp-rlogin,tcp,541,No,,0
uucp-rlogin,udp,541,No,,0
uucp,tcp,540,Yes,service-uucp,1
uucp,udp,540,No,,0
uuidgen,tcp,697,No,,0
uuidgen,udp,697,No,,0
vacdsm-app,tcp,671,No,,0
vacdsm-app,udp,671,No,,0
vacdsm-sws,tcp,670,No,,0
vacdsm-sws,udp,670,No,,0
vatp,tcp,690,No,,0
vatp,udp,690,No,,0
vemmi,tcp,575,No,,0
vemmi,udp,575,No,,0
vettcp,tcp,78,No,,0
vettcp,udp,78,No,,0
videotex,tcp,516,No,,0
videotex,udp,516,No,,0
vid,tcp,769,No,,0
vid,udp,769,No,,0
vmnet,tcp,175,No,,0
vmnet,udp,175,No,,0
vmpwscs,tcp,214,No,,0
vmpwscs,udp,214,No,,0
vnas,tcp,577,No,,0
vnas,udp,577,No,,0
vpps-qua,tcp,672,No,,0
vpps-qua,udp,672,No,,0
vpps-via,tcp,676,No,,0
vpps-via,udp,676,No,,0
vpp,tcp,677,No,,0
vpp,udp,677,No,,0
vsinet,tcp,996,No,,0
vsinet,udp,996,No,,0
vslmp,tcp,312,No,,0
vslmp,udp,312,No,,0
webster,tcp,765,No,,0
webster,udp,765,No,,0
whoami,tcp,565,No,,0
whoami,udp,565,No,,0
whois++,tcp,63,No,,0
whois++,udp,63,No,,0
whoispp,tcp,63,No,,0
whoispp,udp,63,No,,0
who,udp,513,No,,0
windream,tcp,534,No,,0
windream,udp,534,No,,0
wpages,tcp,776,No,,0
wpages,udp,776,No,,0
wpgs,tcp,780,No,,0
wpgs,udp,780,No,,0
www-http,tcp,80,Yes,service-http; service-vmware-web,2
www-http,udp,80,No,,0
www,tcp,80,Yes,service-http; service-vmware-web,2
www,udp,80,No,,0
x-bone-ctl,tcp,265,No,,0
x-bone-ctl,udp,265,No,,0
xact-backup,tcp,911,No,,0
xact-backup,udp,911,No,,0
xdmcp,tcp,177,No,,0
xdmcp,udp,177,Yes,service-xdmcp,1
xfer,tcp,82,No,,0
xfer,udp,82,No,,0
xfr,tcp,682,No,,0
xfr,udp,682,No,,0
xmlrpc-beep,tcp,602,No,,0
xmlrpc-beep,udp,602,No,,0
xns-auth,tcp,56,No,,0
xns-auth,udp,56,No,,0
xns-ch,tcp,54,No,,0
xns-ch,udp,54,No,,0
xns-courier,tcp,165,No,,0
xns-courier,udp,165,No,,0
xns-mail,tcp,58,No,,0
xns-mail,udp,58,No,,0
xns-time,tcp,52,No,,0
xns-time,udp,52,No,,0
xvttp,tcp,508,No,,0
xvttp,udp,508,No,,0
xyplex-mux,tcp,173,No,,0
xyplex-mux,udp,173,No,,0
z39-50,tcp,210,No,,0
z39-50,udp,210,No,,0
z39.50,tcp,210,No,,0
z39.50,udp,210,No,,0
zannet,tcp,317,No,,0
zannet,udp,317,No,,0
zserv,tcp,346,No,,0
zserv,udp,346,No,,0
N/A,udp,1812,Palo Alto Only,service-radius,1
N/A,udp,1813,Palo Alto Only,service-radius-accounting,1
N/A,udp,4500,Palo Alto Only,service-ike-nat,1
N/A,udp,1701,Palo Alto Only,service-l2tp,1
N/A,tcp,1723,Palo Alto Only,service-pptp,1
N/A,protocol,50,Palo Alto Only,service-ipsec-esp,1
N/A,protocol,51,Palo Alto Only,service-ipsec-ah,1
N/A,protocol,47,Palo Alto Only,service-gre,1
N/A,protocol,1,Palo Alto Only,service-icmp,1
N/A,tcp,3389,Palo Alto Only,service-rdp,1
N/A,tcp,5900,Palo Alto Only,service-vnc,1
N/A,tcp,5901,Palo Alto Only,service-vnc-1,1
N/A,tcp,5902,Palo Alto Only,service-vnc-2,1
N/A,tcp,5903,Palo Alto Only,service-vnc-3,1
N/A,tcp,3306,Palo Alto Only,service-mysql,1
N/A,tcp,1433,Palo Alto Only,service-mssql,1
N/A,tcp,1434,Palo Alto Only,service-ms-sql-m,1
N/A,tcp,1433,Palo Alto Only,service-ms-sql-s,1
N/A,tcp,1521,Palo Alto Only,service-oracle,1
N/A,tcp,5432,Palo Alto Only,service-postgresql,1
N/A,tcp,3389,Palo Alto Only,service-ms-term-serv,1
N/A,tcp,3389,Palo Alto Only,service-ms-wbt-server,1
N/A,tcp,5190-5194,Palo Alto Only,service-aol,1
N/A,tcp,3386,Palo Alto Only,service-gtp,1
N/A,tcp,1720,Palo Alto Only,service-h323,1
N/A,udp,1718-1719,Palo Alto Only,service-h323-gatekeeper,1
N/A,tcp,"8000,8001,8080",Palo Alto Only,service-http-ext,1
N/A,tcp,"8080,3128",Palo Alto Only,service-http-proxy,1
N/A,tcp,8443,Palo Alto Only,service-https-proxy,1
N/A,tcp,6660-6669,Palo Alto Only,service-irc,1
N/A,tcp,2049,Palo Alto Only,service-nfs,1
N/A,udp,2049,Palo Alto Only,service-nfs-udp,1
N/A,tcp,1194,Palo Alto Only,service-openvpn,1
N/A,udp,1194,Palo Alto Only,service-openvpn-udp,1
N/A,tcp,5631-5632,Palo Alto Only,service-pc-anywhere,1
N/A,tcp,"5060,5061",Palo Alto Only,service-sip,1
N/A,udp,5060,Palo Alto Only,service-sip-udp,1
N/A,tcp,5061,Palo Alto Only,service-sip-tls,1
N/A,tcp,1080,Palo Alto Only,service-socks,1
N/A,tcp,1521,Palo Alto Only,service-sql-net,1
N/A,tcp,1433,Palo Alto Only,service-sql-server,1
N/A,tcp,2627,Palo Alto Only,service-webster,1
N/A,tcp,6000-6063,Palo Alto Only,service-x11,1
N/A,udp,6346-6347,Palo Alto Only,service-gnutella,1
N/A,tcp,2401,Palo Alto Only,service-cvspserver,1
N/A,tcp,1720,Palo Alto Only,service-netmeeting,1
N/A,udp,27960,Palo Alto Only,service-quake,1
N/A,tcp,5190-5297,Palo Alto Only,service-apple-ichat,1
N/A,udp,5678,Palo Alto Only,service-apple-ichat-snatmap,1
N/A,tcp,"3283,5900",Palo Alto Only,service-apple-remote-desktop,1
N/A,tcp,1494,Palo Alto Only,service-citrix-ica,1
N/A,udp,1604,Palo Alto Only,service-citrix-ica-udp,1
N/A,tcp,3200-3299,Palo Alto Only,service-sap,1
N/A,tcp,3128,Palo Alto Only,service-squid,1
N/A,tcp,5800,Palo Alto Only,service-vnc-http,1
N/A,tcp,10000,Palo Alto Only,service-webmin,1
N/A,any,any,Palo Alto Only,service-any,1
